OBJECTID,Date,Time,Location,City,Latitude,Longitude,Direction,Type,Lanes_Bloc,Involved,Tweet,Source
1212,2018-09-29 00:00:00,11:10 PM,EDSA TRINOMA,Quezon City,14.652928,121.031852,NB,VEHICULAR ACCIDENT,1,CAR AND CLOSED VAN,MMDA ALERT: Vehicular accident at EDSA Trinoma NB involving car and closed van as of 11:10 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046056074032435200
1213,2018-09-29 00:00:00,12:57 AM,C5 EASTWOOD,Quezon City,14.60728,121.078528,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at C5 Eastwood SB as of 12:57 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046085767150403584
1214,2018-09-29 00:00:00,4:49 AM,C5 LIBIS FLYOVER,Quezon City,14.615416,121.074246,NB,VEHICULAR ACCIDENT,1,TANKER AND PUJ,MMDA ALERT: Vehicular accident at C5 Libis F/O NB involving tanker and PUJ as of 4:49 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046147940023132161
1215,2018-09-29 00:00:00,5:13 AM,COMMONWEALTH ST PETER,Quezon City,14.663201,121.067292,EB,MULTIPLE COLLISION,1,"DUMP TRUCK, TAXI, AND MC","MMDA ALERT: Multiple collision at Commonwealth infront of St. Peter Church EB involving dump truck, taxi and MC as… https://t.co/EJDK9lH6ww",https://twitter.com/mmda/status/1046154291478585344
1216,2018-09-29 00:00:00,5:35 AM,C5 KALAYAAN ELEVATED UTS,Makati City,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at C5 Kalayaan elevated UTS NB involving MC as of 5:35 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046154653245669376
1217,2018-09-29 00:00:00,6:35 AM,EDSA ORTIGAS SHRINE,Mandaluyong,14.586681,121.056314,EB,VEHICULAR ACCIDENT,1,PUJ AND MC,MMDA ALERT: Vehicular accident at EDSA Ortigas Shrine EB involving PUJ and MC as of 6:35 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046169376167088128
1218,2018-09-30 00:00:00,8:34 AM,EDSA TIMOG FLYOVER,Quezon City,14.63291,121.044944,NB,VEHICULAR ACCIDENT,1,PICK UP AND CAR,MMDA ALERT: Vehicular accident at EDSA Timog flyover NB involving pick up and car as of 8:34 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046200023359225856
1219,2018-09-30 00:00:00,8:38 AM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora EB involving 2 cars as of 8:38 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046205816284434432
1220,2018-09-30 00:00:00,8:48 AM,EDSA GUADALUPE,Makati City,14.566348,121.045356,NB,SELF ACCIDENT,1,VAN,MMDA ALERT: Self accident at EDSA Guadalupe NB involving van as of 8:48 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046205841823547392
1221,2018-09-30 00:00:00,11:18 AM,C5 CALLE INDUSTRIA,Quezon City,14.605472,121.079122,NB,VEHICULAR ACCIDENT,1,SUV AND CAR,MMDA ALERT: Vehicular accident at C5 Calle Industria NB involving SUV and car as of 11:18 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046239097021378560
1222,2018-09-30 00:00:00,11:21 AM,MARCOS HIGHWAY STA. LUCIA,None,None,None,WB,VEHICULAR ACCIDENT,1,SUV AND CAR,MMDA ALERT: Vehicular accident at Marcos Highway Sta. Lucia WB involving SUV and car as of 11:21 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046242749018587137
1223,2018-09-30 00:00:00,12:21 PM,EDSA SANTOLAN,Quezon City,14.609768,121.055583,SB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Santolan SB involving bus and car as of 12:21 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046256027409121280
1224,2018-09-30 00:00:00,12:22 PM,EDSA MCARTHUR,Quezon City,14.61808,121.051749,NB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA McArthur NB involving 2 buses as of 12:22 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046256184997478401
1225,2018-09-30 00:00:00,2:23 PM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,VEHICULAR ACCIDENT,1,2 TAXI,MMDA ALERT: Vehicular accident at EDSA Pioneer NB involving 2 taxi as of 2:23 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046287092878180352
1226,2018-09-30 00:00:00,5:02 PM,EDSA ERMIN GARCIA,Quezon City,14.628035,121.047229,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Ermin Garcia SB as of 5:02 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046327607807991809
1227,2018-09-30 00:00:00,4:52 PM,ROXAS BLVD. KALAW,Manila,14.579835,120.977331,SB,VEHICULAR ACCIDENT,1,TRICYCLE AND MOTORCYCLE,MMDA ALERT: Vehicular accident at Roxas Blvd. Kalaw SB involving tricycle and motorcycle as of 4:52 PM. 1 lane occu… https://t.co/Y8c1nn2H2O,https://twitter.com/mmda/status/1046328939688263680
1228,2018-09-30 00:00:00,9:10 PM,MARCOS HIGHWAY FELIX AVE.,Pasig City,14.620737,121.101832,EB,VEHICULAR ACCIDENT,1,CAR AND MOTORCYCLE,MMDA ALERT: Vehicular accident at Marcos Highway Felix Avenue EB involving car and motorcycle as of 9:10 PM. 1 lane… https://t.co/Hn88yHKsxD,https://twitter.com/mmda/status/1046390953160802312
1229,2018-09-30 00:00:00,9:29 PM,EDSA MAGALLANES FLYOVER,Makati City,14.540271,121.016837,SB,VEHICULAR ACCIDENT,1,2 SUV,MMDA ALERT: Vehicular accident at EDSA Magallanes flyover SB involving 2 SUV as of 9:29 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046394167067197440
1230,2018-09-30 00:00:00,9:34 PM,EDSA PASAY RD.,Makati City,14.547522,121.026113,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Pasay Rd. SB as of 9:34 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046394769218260992
1231,2018-09-30 00:00:00,10:41 PM,EDSA TIMOG FLYOVER,Quezon City,14.63291,121.044944,SB,VEHICULAR ACCIDENT,1,ADVENTURE AND VIOS,MMDA ALERT: Vehicular accident at Edsa Timog Flyover SB involving Adventure and Vios as of 10:41 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046411573642682370
1232,2018-09-30 00:00:00,11:13 PM,EDSA MAGALLANES FLYOVER,Makati City,14.540271,121.016837,NB,MMDA ALERT: MRT re-wiring at Edsa Magallanes Flyover NB involving RNS contractor as of 11:13 PM. 1 lane occupied. MMDA on site. #mmda,1,RNS CONTRACTOR,MMDA ALERT: MRT re-wiring at Edsa Magallanes Flyover NB involving RNS contractor as of 11:13 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046420141435629568
1233,2018-09-30 00:00:00,11:29 PM,EDSA AURORA TUNNEL,Quezon City,14.621564,121.050149,NB,VEHICULAR ACCIDENT,None,MOTORCYCLE AND STAREX,MMDA ALERT: Vehicular Accident at Edsa Aurora after Tunnel NB involving Motorcycle and Starex as of 11:29 PM. 1 lan… https://t.co/uGAqJ1yLhD,https://twitter.com/mmda/status/1046424341959794689
1234,2018-09-30 00:00:00,11:45 PM,C5 ORTIGAS SERVICE RD,Pasig City,14.589706,121.079945,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at C5 Ortigas svc. Rd SB as of 11:45 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046432628759355392
1235,2018-09-30 00:00:00,12:57 AM,EDSA KALAYAAN,Makati City,14.55778,121.038293,SB,SELF ACCIDENT,1,CAR,MMDA ALERT: Self Accident at Edsa Kalayaan SB involving Car as of 12:57 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046446598232764416
1236,2018-09-30 00:00:00,5:44 AM,EDSA EMIN GARCIA,Quezon City,14.628035,121.047229,SB,VEHICULAR ACCIDENT,1,MOTORCYCLE AND AVANZA,MMDA ALERT: Vehicular Accident at Edsa Emin Garcia SB involving Motorcycle and Avanza as of 5:44 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046517705451298816
1237,2018-09-30 00:00:00,6:30 AM,EDSA PIONEER,Mandaluyong,14.572454,121.047299,NB,VEHICULAR ACCIDENT,1,MC AND CAR,MMDA ALERT: Vehicular accident at EDSA Pioneer  NB involving MC and car as of 6:30 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046532587538116608
1238,2018-09-30 00:00:00,6:44 AM,EDSA SANTOLAN MRT,Quezon City,14.609768,121.055583,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Santolan MRT NB involving 2 cars as of 6:44 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046532693947641857
1239,2018-09-30 00:00:00,7:14 AM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1,SUV AND AUV,MMDA ALERT: Vehicular accident at EDSA Reliance SB involving SUV and AUV as of 7:14 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046541730856587265
1240,2018-09-30 00:00:00,7:33 AM,EDSA ROBINSONS FORUM,Mandaluyong,14.571483,121.046882,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Robinsons forum NB involving 2 cars as of 7:33 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046547081807028224
1241,2018-09-30 00:00:00,7:38 AM,EDSA MAIN AVE.,Quezon City,14.61366,121.053801,SB,VEHICULAR ACCIDENT,1,CAR AND AUV,MMDA ALERT: Vehicular accident at EDSA Main Ave. SB involving car and AUV as of 7:38 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046547466445709312
1242,2018-10-01 00:00:00,12:29 AM,CP GARCIA KATIPUNAN,Quezon City,14.648274,121.074353,NB,VEHICULAR ACCIDENT,1,STALLED TRUCK DUE TO MECHANICAL PROBLEM,MMDA ALERT: Stalled truck due to mechanical problem at C.P.Garcia Katipunan NB as o 12:29 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046803954024120321
1243,2018-10-01 00:00:00,5:35 AM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,SB,VEHICULAR ACCIDENT,1,AUV AND CAR,MMDA ALERT: Vehicular accident at EDSA after Reliance SB involving AUV and car as of 5:35 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046803954024120321
1244,2018-10-01 00:00:00,6:03 AM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Ortigas F/O SB as of 6:03 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046884759966629888
1245,2018-10-01 00:00:00,6:41 AM,KATIPUNAN BLUE RIDGE,Quezon City,14.619239,121.072296,WB,MULTIPLE COLLISION,2,"PUJ, SUV AND CAR","MMDA ALERT: Multiple Collision at Katipunan Blue Ridge WB involving PUJ, SUV and car as of 6:41 AM. 2 lanes occupied MMDA on site. #mmda",https://twitter.com/mmda/status/1046897705040003073
1246,2018-10-01 00:00:00,6:52 AM,EDSA MRT SANTOLAN,Quezon City,14.609768,121.055583,SB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA MRT Santolan SB involving 2 cars as of 6:52 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046897728557527040
1247,2018-10-01 00:00:00,7:19 AM,CONGRESSIONAL LUZON,Quezon City,14.671912,121.068608,WB,VEHICULAR ACCIDENT,1,CAR AND MC,MMDA ALERT: Vehicular accident at Congressional Luzon WB involving car and MC as of 7:19 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046904758705876992
1248,2018-10-01 00:00:00,7:21 AM,EDSA AYALA,Makati City,14.550329,121.029364,SB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at EDSA Ayala SB as of 7:21 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046905179474341888
1249,2018-10-01 00:00:00,7:23 AM,EDSA P TUAZON,Quezon City,14.616404,121.052548,SB,VEHICULAR ACCIDENT,1,CAR AND BUS,MMDA ALERT: Vehicular accident at EDSA P. Tuazon SB involving car and bus as of 7:23 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046908861066559488
1250,2018-10-01 00:00:00,7:36 AM,EDSA Q MART,Quezon City,14.627928,121.047259,NB,VEHICULAR ACCIDENT,1,CAR AND MC,MMDA ALERT: Vehicular accident at EDSA Q. Mart NB involving car and MC as of 7:36 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046909056416239618
1251,2018-10-01 00:00:00,7:38 AM,EDSA CONNECTICUT,Quezon City,14.6017,121.059252,SB,VEHICULAR ACCIDENT,1,VAN AND SUV,MMDA ALERT: Vehicular accident at EDSA Connecticut SB involving van and SUV as of 7:38 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046909597695369216
1252,2018-10-01 00:00:00,8:45 AM,C5 LANUZA,Pasig City,14.577625,121.073462,NB,VEHICULAR ACCIDENT,1,CAR AND MC,MMDA ALERT: Vehicular accident at C5 Lanuza NB involving car and MC as of 8:45 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046926455563739136
1253,2018-10-01 00:00:00,8:50 AM,QUEZON AVE MAXIMA,Quezon City,14.631671,121.017321,WB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at Quezon Ave. Maxima WB involving 2 cars as of 8:50 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046926894321434624
1254,2018-10-01 00:00:00,9:13 AM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1,CAR,MMDA ALERT: Stalled car due to mechanical problem at EDSA Reliance NB as of 9:13 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046936187066175489
1255,2018-10-01 00:00:00,9:34 AM,QUEZON AVE. MAXIMA,Quezon City,14.631671,121.017321,WB,ONGOING DPWH ROAD PATCHING,1,None,MMDA ALERT: Ongoing DPWH road patching at Quezon Ave. Maxima WB. as of 9:34 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046939404084830209
1256,2018-10-01 00:00:00,9:37 AM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,SB,VEHICULAR ACCIDENT,1,SUV AND AUV,MMDA ALERT: Vehicular accident at EDSA Ortigas SB involving SUV and AUV as of 9:37 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046940770945523712
1257,2018-10-01 00:00:00,9:48 AM,KATIPUNAN CP GARCIA,Quezon City,14.648274,121.074353,SB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at Katipunan C.P. Garcia SB involving 2 cars as of 9:48 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046943892602408960
1258,2018-10-01 00:00:00,9:54 AM,EDSA AGUINALDO GATE 2,Quezon City,14.606095,121.057183,NB,RALLYIST,1,15 PAX,MMDA ALERT: Rallyist at EDSA Aguinaldo Gate 2 NB more or less 15 pax as of 9:54 AM. 1 lane occupied PNP on site. #mmda,https://twitter.com/mmda/status/1046945079695355905
1259,2018-10-01 00:00:00,10:03 AM,BONNY SERRANO 20TH AVE.,Quezon City,14.613597,121.066288,WB,VEHICULAR ACCIDENT,1,2 MC,MMDA ALERT: Vehicular accident at Bonny Serrano 20th Ave. WB involving 2 MC as of 10:03 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046948112688762881
1260,2018-10-01 00:00:00,10:40 AM,JULIA VARGAS SITEL,Pasig City,14.584348,121.066174,WB,STALLED VAN DUE TO MECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to mechanical problem at Julia Vargas infront Sitel WB as of 10:40 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046958030368190465
1261,2018-10-01 00:00:00,10:48 AM,COMMONWEALTH DON ANTONIO,Quezon City,14.677871,121.083158,WB,VEHICULAR ACCIDENT,1,BUS AND MC,MMDA ALERT: Vehicular accident at Commonwealth Don Antonio WB involving bus and MC as of 10:48 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046951659929186304
1262,2018-10-01 00:00:00,10:53 AM,ORTIGAS ADB,Pasig City,14.590107,121.062023,EB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at Ortigas ADB EB involving2 cars as of 10:53 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046958078640476160
1263,2018-10-01 00:00:00,11:12 AM,EDSA TIMOG,Quezon City,14.635166,121.043405,EB,VEHICULAR ACCIDENT,1,2 MC,MMDA ALERT: Vehicular accident at Edsa Timog WB involving 2 MC as of 11:12 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046963429125369857
1264,2018-10-01 00:00:00,11:16 AM,EDSA HIGHWAY 54,Mandaluyong,14.584119,121.055076,SB,VEHICULAR ACCIDENT,1,BUS,"MMDA ALERT: Vehicular accident at Edsa high-way 54 to Reliance SB, involving Philippine Tourist Bus. (bumangga sa plant box), as of 11:16 AM. 1 lane occupied MMDA on site. #mmda",https://twitter.com/mmda/status/1046966124913602560
1265,2018-10-01 00:00:00,11:42 AM,AURORA KATIPUNAN,Quezon City,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1,PUJ AND MC,MMDA ALERT: Vehicular accident at Aurora Katipunan WB involving PUJ and MC as of 11:42 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046970106499215360
1266,2018-10-01 00:00:00,11:59 AM,C5 JULIA VARGAS,Pasig City,14.582666,121.076892,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at C5 Julia Vargas SB as of 11:59 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046975294664581120
1267,2018-10-01 00:00:00,12:12 PM,EDSA BANSALANGIN,Quezon City,14.656235,121.02736,SB,STALLED TRUCK DUE TO MECHANICAL PROBLEM,1,TRUCK,MMDA ALERT: Stalled truck due to mechanical problem at EDSA Bansalangin SB as of 12:12 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046983090307063809
1268,2018-10-01 00:00:00,12:36 PM,EDSA SHAW,Mandaluyong,14.581153,121.053565,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Shaw tunnel SB as of 12:36 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046984239839875072
1269,2018-10-01 00:00:00,12:40 PM,EDSA QC ACADEMY,Quezon City,14.656605,121.025751,SB,VEHICULAR ACCIDENT,1,SUV AND TAXI,MMDA ALERT: Vehicular accident at EDSA QC Academy SB involving SUV and taxi as of 12:40 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1046984952770904074
1270,2018-10-01 00:00:00,1:46 PM,EDSA FARMERS,Quezon City,14.619717,121.050978,NB,VEHICULAR ACCIDENT,1,TAXI,MMDA ALERT: Vehicular accident at EDSA Farmers tunnel NB involving taxi as of 1:46 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1047003532203831298
1271,2018-10-01 00:00:00,2:14 PM,EDSA SHAW,Mandaluyong,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1,BUS AND SUV,MMDA ALERT: Vehicular accident at EDSA NB before Shaw Tunnel  involving bus and SUV as of 2:14 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1047011623687327745
1272,2018-10-01 00:00:00,2:18 PM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA SB Ortigas Loading Bay as of 2:18 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1047011873592356864
1273,2018-10-01 00:00:00,2:57 PM,EDSA SHAW TUNNEL,Mandaluyong,14.581153,121.053565,SB,STALLED TAXI DUE TO MECHANICAL PROBLEM,1,TAXI,MMDA ALERT: Stalled taxi due to mechanical problem at EDSA Shaw tunnel SB as of 2:57 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1046656907505623040
1274,2018-10-01 00:00:00,3:17 PM,EDSA ORTIGAS,Mandaluyong,14.586681,121.056314,EB,VEHICULAR ACCIDENT,2,2 SUV,MMDA ALERT: Vehicular accident at EDSA Ortigas EB involving 2 SUV as of 3:17 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046663515023392768
1275,2018-10-01 00:00:00,3:52 PM,EDSA SHAW,Mandaluyong,14.581153,121.053565,NB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at EDSA Shaw NB involving 2-cars as of 3:52 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046671773180125185
1276,2018-10-01 00:00:00,4:50 PM,QUEZON AVE. MAXIMU U TURN SLOT,None,None,None,EB,VEHICULAR ACCIDENT,1,AUV AND MC,MMDA ALERT: Vehicular accident at Quezon ave. Maximu U Turn Slot EB involving AUV and MC as of 4:50 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046685397370036224
1277,2018-10-01 00:00:00,5:10 PM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,WB,VEHICULAR ACCIDENT,1,PUJ AND MC,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora WB involving PUJ and MC as of  5:10 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046691589492420609
1278,2018-10-01 00:00:00,5:13 PM,EDSA SHAW,Mandaluyong,14.581153,121.053565,NB,VEHICULAR ACCIDENT,2,AUX AND TAXI,MMDA ALERT: Vehicular accident at EDSA Shaw NB involving AUV and taxi as of 5:13 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046693400441802753
1279,2018-10-01 00:00:00,5:44 PM,EDSA CONGRESSIONAL,Quezon City,14.657699,121.019686,NB,VEHICULAR ACCIDENT,2,2 CARS,MMDA ALERT: Vehicular accident at EDSA Congressional NB involving 2cars as of  5:44 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046702195993792513
