OBJECTID,Date,Time,Location,City,Latitude,Longitude,Direction,Type,Lanes_Bloc,Involved,Tweet,Source
1133,2018-09-27 00:00:00,3:46 PM,COMMONWEALTH TANDANG SORA,Quezon City,14.66371,121.068008,EB,VEHICULAR ACCIDENT,1,SUV AND CLOSED VAN,MMDA ALERT: Vehicular accident at Commonwealth Tandang Sora EB involving SUV and closed van as of 3:46 PM. 1 lane o… https://t.co/UtgFNPn8EU,https://twitter.com/mmda/status/1045222622995386373
1134,2018-09-27 00:00:00,3:51 PM,EDSA ROCHESTER,Quezon City,14.59758,121.059718,SB,VEHICULAR ACCIDENT,1,MOTORCYCLE AND AUV,MMDA ALERT: Vehicular accident at EDSA Rochester SB involving motorcycle and AUV as of 3:51 PM. 1 lane occupied. MM… https://t.co/WohslhbaI3,https://twitter.com/mmda/status/1045222738384883712
1135,2018-09-27 00:00:00,6:32 PM,QUEZON AVE. WELCOME ROTONDA,Quezon City,14.617809,121.0017,WB,VEHICULAR ACCIDENT,1,2 CARS,MMDA ALERT: Vehicular accident at Quezon Ave. Welcome Rotonda WB involving 2 cars as of 6:32 PM. 1 lane occupied. M… https://t.co/86FPowAupF,https://twitter.com/mmda/status/1045263563554603009
1136,2018-09-27 00:00:00,6:43 PM,QUEZON AVE. BANAWE,Quezon City,14.623526,121.008066,EB,VEHICULAR ACCIDENT,1,AUV AND CAR,MMDA ALERT: Vehicular accident at Quezon Ave. Banawe EB involving AUV and car as of 6:43 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045264293866790912
1137,2018-09-27 00:00:00,7:10 PM,COMMONWEALTH SHOPWISE,Quezon City,14.676778,121.082556,EB,VEHICULAR ACCIDENT,1,UV EXPRESS AND VAN,MMDA ALERT: Vehicular accident at Commonwealth Shopwise EB involving UV express and van as of 7:10 PM. 1 lane occup… https://t.co/BhyasJfgTa,https://twitter.com/mmda/status/1045274037465755648
1138,2018-09-27 00:00:00,10:53 PM,EDSA GUADALUPE,Makati City,14.566348,121.045356,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Guadalupe SB as of 10:53 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045331958635487232
1139,2018-09-27 00:00:00,11:00 PM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,NB,VEHICULAR ACCIDENT,1,CAR AUV,MMDA ALERT: Vehicular accident at EDSA Reliance NB involving car AUV as of 11:00 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045332338886889472
1140,2018-09-27 00:00:00,11:14 PM,EDSA SM ANNEX,Quezon City,14.655615,121.029875,NB,VEHICULAR ACCIDENT,1,TAXI AND CAR,MMDA ALERT: Vehicular accident at EDSA after SM Annex NB involving taxi and car as of 11:14 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045333952280444928
1141,2018-09-27 00:00:00,11:25 PM,COMMONWEALTH COA,Quezon City,14.689491,121.087266,EB,STALLED UV EXPRESS DUE TO MECHANICAL PROBLEM,1,UV EXPRESS,MMDA ALERT: Stalled UV Express due to mechanical problem at Commonwealth COA EB as of 11:25 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045339215897055232
1142,2018-09-27 00:00:00,11:24 PM,MARCOS HIGHWAY BARANGKA,Marikina,14.629094,121.080009,EB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at Marcos Hi-way Barangka EB involving MC as of 11:24 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045339794216112129
1143,2018-09-27 00:00:00,4:10 AM,EDSA WHITEPLAINS,Quezon City,14.599652,121.05969,None,STALLED VAN DUE TO NECHANICAL PROBLEM,1,VAN,MMDA ALERT: Stalled van due to nechanical problem at EDSA Whiteplains as of 4:10 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045419663172091905
1144,2018-09-27 00:00:00,5:03 AM,EDSA SANTOLAN,Quezon City,14.609768,121.055583,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Santolan NB as of 5:03 AM. 1 lane occupied. MMDA on  site. #mmda,https://twitter.com/mmda/status/1045420144522973184
1145,2018-09-27 00:00:00,5:32 AM,EDSA PARAMOUNT,Quezon City,14.655615,121.029875,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Paramount SB as of 5:32 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045429091401314304
1146,2018-09-27 00:00:00,5:38 AM,C5 KALAYAAN ELEVATED U-TURN,Makati City,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at C5 Kalayaan after elevated U-turn NB involving MC as of 5:38 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045429446994325505
1147,2018-09-27 00:00:00,5:45 AM,C5 ORTIGAS FLYOVER,Pasig City,14.589706,121.079945,SB,MULTIPLE COLLISION,2,"CLOSED VAN, TRUCK AND MC","MMDA ALERT: Multiple collision at C5 Ortigas F/O SB involving closed van, truck and MC as of 5:45 AM. 2 lanes occupied. MMDA on site. #mmda",https://twitter.com/mmda/status/1045432158435692544
1148,2018-09-27 00:00:00,5:42 AM,EDSA BUENDIA,Makati City,14.554949,121.034967,NB,VEHICULAR ACCIDENT,1,MC,MMDA ALERT: Vehicular accident at EDSA Buendia NB involving MC as of 5:42 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045432471385325573
1149,2018-09-27 00:00:00,6:15 AM,ORTIGAS LASALLE,Mandaluyong,14.595455,121.055378,EB,VEHICULAR ACCIDENT,1,SUV AND MC,MMDA ALERT: Vehicular accident at Ortigas Lasalle EB  involving SUV and MC as of 6:15 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045438986284556288
1150,2018-09-27 00:00:00,6:18 AM,ORTIGAS LASALLE,Mandaluyong,14.595455,121.055378,EB,VEHICULAR ACCIDENT,1,2 CAR'S,MMDA ALERT: Vehicular accident at Ortigas Lasalle EB  involving 2 car's as of 6:18 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045441214927925248
1151,2018-09-27 00:00:00,7:19 AM,MARCOS HIGHWAY SANTOLAN LRT,Pasig City,14.622082,121.086557,EB,STALLED PUJ DUE TO MECHANICAL PROBLEM,1,PUJ,MMDA ALERT: Stalled PUJ due to mechanical problem at Marcos Highway Santolan LRT EB as of 7:19 AM. 1 lane occupied.… https://t.co/p1H18JyV7A,https://twitter.com/mmda/status/1045454268415664128
1152,2018-09-27 00:00:00,7:38 AM,COMMONWEALTH SANDIGAN,Quezon City,14.686983,121.087042,EB,VEHICULAR ACCIDENT,1,2 MC,MMDA ALERT: Vehicular accident at Commonwealth Sandigan EB  involving 2 MC as of 7:38 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045459764094808064
1153,2018-09-27 00:00:00,7:40 AM,EDSA MAIN AVE.,Quezon City,14.61366,121.053801,SB,VEHICULAR ACCIDENT,1,BUS AND TAXI,"MMDA ALERT: Vehicular accident at EDSA Main Ave, SB involving bus and taxi as of 7:40 AM. 1 lane occupied MMDA on site. #mmda",https://twitter.com/mmda/status/1045460484378394624
1154,2018-09-27 00:00:00,7:45 AM,ELLIPTICAL ROAD QUEZON AVE.,Quezon City,14.650096,121.047073,None,VEHICULAR ACCIDENT,1,None,MMDA ALERT: Vehicular accident at Elliptical Quezon Ave. involving car and truck as of 7:45 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045462412843872258
1155,2018-09-28 00:00:00,7:52 AM,EDSA GUADALUPE,Makati City,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1,SUV AND TAXI,MMDA ALERT: Vehicular accident at EDSA Guadalupe SB involving SUV and taxi as of 7:52 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045463710469214209
1156,2018-09-28 00:00:00,9:20 AM,EDSA KALAYAAN,Makati City,14.55778,121.038293,NB,VEHICULAR ACCIDENT,1,SUV AND MC,MMDA ALERT: Vehicular accident at EDSA Kalayaan NB involving SUV and MC as of 9:20 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045487852249739264
1157,2018-09-28 00:00:00,10:13 AM,KAIPUNAN STA.CLARA,Quezon City,14.629654,121.074202,SB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at Kaipunan Sta.Clara SB as of 10:13 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045498821680099328
1158,2018-09-28 00:00:00,10:28 AM,QUEZON AVE. ARANETA,Quezon City,14.628351,121.013365,SB,STALLED TANKER DUE TO MECHANICAL PROBLEM,1,TANKER,MMDA ALERT: Stalled tanker due to mechanical problem at Quezon Ave. Araneta SB as of 10:28 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045502188473073665
1159,2018-09-28 00:00:00,10:31 AM,C5 ORTIGAS,Pasig City,14.589706,121.079945,NB,VEHICULAR ACCIDENT,1,TRUCK AND DELIVERY VAN,MMDA ALERT: Vehicular accident at C5 Ortigas NB involving truck and delivery van as of 10:31 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045504411793993729
1160,2018-09-28 00:00:00,10:50 AM,EDSA ERMIN GARCIA,Quezon City,14.628035,121.047229,SB,VEHICULAR ACCIDENT,1,PICK-UP AND MC,MMDA ALERT: Vehicular accident at EDSA Ermin Garcia SB involving pick-up and MC as of 10:50 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045509284438585344
1161,2018-09-28 00:00:00,10:52 AM,SALES WEST SERVICE ROAD,Taguig,14.524435,121.025872,None,STALLED PUJ DUE TO MECHANICAL PROBLEM,1,PUJ,MMDA ALERT: Stalled PUJ due to mechanical problem at Sales West Service Road as of 10:52 AM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045509509181923328
1162,2018-09-28 00:00:00,1:22 PM,MINDANAO SAUYO,Quezon City,14.68552,121.031821,SB,VEHICULAR ACCIDENT,1,CAR AND MIXER,MMDA ALERT: Vehicular accident at Mindanao Sauyo SB involving car and mixer as of 1:22 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045545492157935616
1163,2018-09-28 00:00:00,2:12 PM,MIA COASTAL INT.,Parañaque,14.517417,120.993314,SB,VEHICULAR ACCIDENT,1,CAR AND MOTORCYCLE,MMDA ALERT: Vehicular accident at MIA Coastal Int. SB involving car and  motorcycle as of 2:12 PM. 1 lane occupied.… https://t.co/ZmYmm18QeA,https://twitter.com/mmda/status/1045561970856869888
1164,2018-09-28 00:00:00,2:45 PM,QUIRINO ZAMORA,Manila,14.582674,120.997212,SB,VEHICULAR ACCIDENT,1,TRUCK AND MOTORCYCLE,MMDA ALERT: Vehicular accident at Quirino Zamora SB involving truck and motorcycle as of 2:45 PM. 1 lane occupied.… https://t.co/6ZCw3lZPc8,https://twitter.com/mmda/status/1045567311359295489
1165,2018-09-28 00:00:00,2:51 PM,EDSA STARMALL SERVICE ROAD,Mandaluyong,14.582431,121.054467,SB,VEHICULAR ACCIDENT,1,TAXI AND BUS,MMDA ALERT: Vehicular accident at EDSA Starmall Service road SB involving taxi and bus as of 2:51 PM. 1 lane occupi… https://t.co/EPMmsOrg1O,https://twitter.com/mmda/status/1045572301918359552
1166,2018-09-28 00:00:00,3:12 PM,EDSA MAGALLANES,Makati City,14.540271,121.016837,NB,VEHICULAR ACCIDENT,2,BUS AND CAR,MMDA ALERT: Vehicular accident at EDSA Magallanes NB involving bus and car as of 3:12 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045574360365379584
1167,2018-09-28 00:00:00,4:17 PM,EDSA SM NORTH,Quezon City,14.662621,121.0664,NB,VEHICULAR ACCIDENT,1,BUS AND MOTORCYCLE,MMDA ALERT: Vehicular accident at EDSA SM North NB involving bus and motorcycle as of 4:17 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045588482251354112
1168,2018-09-28 00:00:00,4:30 PM,EDSA QUEZON AVE.,Mandaluyong,14.582431,121.054467,NB,VEHICULAR ACCIDENT,1,AUV AND TRUCK,MMDA ALERT: Vehicular accident at EDSA  Quezon Ave. NB involving AUV and truck as of 4:30 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045593437716852736
1169,2018-09-28 00:00:00,4:39 PM,EDSA STARMALL,Mandaluyong,14.582431,121.054467,SB,VEHICULAR ACCIDENT,2,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Starmall SB involving 2 buses as of 4:39 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045597941870841856
1170,2018-09-28 00:00:00,5:37 PM,C5 LIBIS FLYOVER,Quezon City,14.615416,121.074246,NB,STALLED PUJ DUE TO MECHANICAL PROBLEM,1,PUJ,MMDA ALERT: Stalled PUJ due to mechanical problem at C5 Libis flyover NB as of 5:37 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045613754036056064
1171,2018-09-28 00:00:00,5:59 PM,EDSA GUADIX,Mandaluyong,14.589432,121.057243,NB,STALLED CAR DUE TO MECHANICAL PROBLEM,1,CAR,MMDA ALERT: Stalled car due to mechanical problem at EDSA Guadix NB as of 5:59 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045615642232025088
1172,2018-09-28 00:00:00,6:15 PM,MINDANAO AVE. QUIRINO,Quezon City,14.690471,121.027813,NB,VEHICULAR ACCIDENT,2,CLOSED VAN AND PUJ,MMDA ALERT: Vehicular accident at Mindanao ave. Quirino NB involving closed van and PUJ as of 6:15 PM. 2 lanes occu… https://t.co/77flq9OcQi,https://twitter.com/mmda/status/1045619584638701569
1173,2018-09-28 00:00:00,6:55 PM,EDSA SHAW TUNNEL,Mandaluyong,14.581153,121.053565,NB,STALLED CAR DUE TO EMPTY FUEL,1,CAR,MMDA ALERT: Stalled car due to empty fuel at EDSA Shaw tunnel NB as of 6:55 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045630828061941760
1174,2018-09-28 00:00:00,7:42 PM,ROXAS BLVD. P. OCAMPO,Pasay City,14.559551,120.987075,NB,VEHICULAR ACCIDENT,2,AUV AND TAXI,MMDA ALERT: Vehicular accident at Roxas Blvd. P. Ocampo NB involving AUV and taxi as of 7:42 PM. 2 lanes occcupied.… https://t.co/y4HDyfW0Tg,https://twitter.com/mmda/status/1045645652883951621
1175,2018-09-28 00:00:00,7:58 PM,EDSA PIONEER ROBINSONS,Mandaluyong,14.571347,121.046815,NB,STALLED BUS DUE TO MECHANICAL  PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical  problem at EDSA Pioneer fronting Robinson NB as of 7:58 PM. 1 lane occup… https://t.co/M0nDFFqFl2,https://twitter.com/mmda/status/1045646412443074561
1176,2018-09-28 00:00:00,8:06 PM,EDSA AGUINALDO GATE 3,Quezon City,14.605745,121.057513,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1,AUV,MMDA ALERT: Stalled AUV due to mechanical problem at EDSA Aguinaldo Gate 3 NB as of 8:06 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045650148846592000
1177,2018-09-28 00:00:00,9:15 PM,AURORA PSBA,Quezon City,14.630829,121.072355,EB,VEHICULAR ACCIDENT,1,TAXI AND CAR,MMDA ALERT: Vehicular accident at Aurora PSBA EB involving taxi and car as of 9:15 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045666023108575232
1178,2018-09-28 00:00:00,9:32 PM,C5 BAGONG ILOG,Pasig City,14.564141,121.069619,NB,VEHICULAR ACCIDENT,1,TAXI AND MOTORCYCLE,MMDA ALERT: Vehicular accident at C5 Bagong Ilog NB involving taxi and motorcycle as of 9:32 PM. 1 lane occupied. M… https://t.co/Et7Glx9KiR,https://twitter.com/mmda/status/1045672914618441728
1179,2018-09-28 00:00:00,10:59 PM,EDSA GUADALUPE CLOVERLEAF,Makati City,14.567603,121.045759,NB,VEHICULAR ACCIDENT,1,AUV AND SUV,MMDA ALERT: Vehicular accident at EDSA Guadalupe Cloverleaf NB involving AUV and SUV as of 10:59 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045691866392408064
1180,2018-09-28 00:00:00,11:10 PM,None,None,None,None,None,VEHICULAR ACCIDENT,1,None,MMDA ALERT: Vehicular accident at Congressional Mindanao SB involving AUV and trailer truck as 11:10 PM. 1 lane occ… https://t.co/eCJ7Z6DVLC,https://twitter.com/mmda/status/1045696666290905088
1181,2018-09-28 00:00:00,11:46 PM,ROBINSONS FORUM,Mandaluyong,14.571587,121.046925,NB,VEHICULAR ACCIDENT,1,CAR AUV,MMDA ALERT: Vehicular accident at Robinsons Forum NB involving car AUV as of 11:46 PM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045712151879417856
1182,2018-09-28 00:00:00,1:10 AM,C5 KALAYAAN,Makati City,14.556079,121.062936,NB,VEHICULAR ACCIDENT,1,ELF TRUCK AND TRAILER TRUCK,MMDA ALERT: Vehicular accident at C5 Kalayaan NB involving elf truck and trailer truck as of 1:10 AM.  1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045735298565459968
1183,2018-09-28 00:00:00,4:29 AM,MARCOS HIGHWAY,None,None,None,EB,VEHICULAR ACCIDENT,1,CAR,MMDA ALERT: Vehicular accident at Marcos Hi-way EB involving car as of 4:29 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045775617386397697
1184,2018-09-28 00:00:00,4:29 AM,None,None,None,None,None,VEHICULAR ACCIDENT,1,None,MMDA ALERT: Vehicular accident at  Marcos Hi-way Santolan WB involving 2 MC's as f 4:29 AM. 1 lane ccupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045787564366426112
1185,2018-09-28 00:00:00,5:39 AM,EDSA MEGAMALL,Mandaluyong,14.584488,121.055562,NB,VEHICULAR ACCIDENT,1,PICK-UP AND CAR,MMDA ALERT: Vehicular accident at EDSA Megamall NB involving pick-up and car as of 5:39 AM. 1 lane occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045793942938083328
1186,2018-09-28 00:00:00,6:30 AM,EDSA CENTRAL,Mandaluyong,14.579778,121.052512,NB,VEHICULAR ACCIDENT,1,2 BUSES,MMDA ALERT: Vehicular accident at EDSA Central NB involving 2 buses as of 6:30 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045805788726321152
1187,2018-09-29 00:00:00,8:23 AM,EDSA GUADALUPE,Makati City,14.566348,121.045356,SB,VEHICULAR ACCIDENT,1,CAR AND TAXI,MMDA ALERT: Vehicular accident at EDSA Guadalupe SB involving car and taxi as of 8:23 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045835062317666304
1188,2018-09-29 00:00:00,8:56 AM,KATIPUNAN ATENEO,Quezon City,14.638481,121.07454,NB,VEHICULAR ACCIDENT,1,TWO CARS,MMDA ALERT: Vehicular accident at Katipunan Ateneo NB involving two cars as of 8:56 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045842151857258496
1189,2018-09-29 00:00:00,8:59 AM,EDSA ORTIGAS SEC,Quezon City,14.594697,121.05893,SB,VEHICULAR ACCIDENT,1,TWO CARS,MMDA ALERT: Vehicular accident at EDSA Ortigas SEC SB involving two cars as of 8:59 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045842293956141057
1190,2018-09-29 00:00:00,9:15 AM,WEST SERVICE ROAD TOLLGATE,None,None,None,NB,VEHICULAR ACCIDENT,1,MC AND CAR,MMDA ALERT: Vehicular accident at West service road Tollgate NB involving MC and car as of 9:15 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045849542720028672
1191,2018-09-29 00:00:00,9:42 AM,EDSA MALIBAY,Pasay City,14.538272,121.006089,SB,VEHICULAR ACCIDENT,1,MC AND INNOVA,MMDA ALERT: Vehicular accident at EDSA Malibay SB involving MC and innova as of 9:42 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045852803564896256
1192,2018-09-29 00:00:00,9:48 AM,C5 JULIA VARGAS,Pasig City,14.582681,121.076837,SB,MMDA ALERT. Ongoing DPWH Road reblocking at C5 Julia Vargas SB as of 9:48 AM. 2 lanes occupied. MMDA on site. #mmda,2,None,MMDA ALERT. Ongoing DPWH Road reblocking at C5 Julia Vargas SB as of 9:48 AM. 2 lanes occupied. MMDA on site. #mmda,https://twitter.com/mmda/status/1045855337281085440
1193,2018-09-29 00:00:00,11:54 AM,EDSA AYALA TUNNEL,Makati City,14.550028,121.029058,SB,VEHICULAR ACCIDENT,1,CAR AND TAXI,MMDA ALERT: Vehicular accident at EDSA Ayala tunnel SB involving car and taxi as of 11:54 AM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045886645810020352
1194,2018-09-29 00:00:00,12:05 PM,C5 LANUZA,Pasig City,14.577625,121.073462,NB,VEHICULAR ACCIDENT,1,2 CLOSED VAN,MMDA ALERT: Vehicular accident at C5 Lanuza NB involving 2 closed van as of 12:05 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045888722250518529
1195,2018-09-29 00:00:00,12:35 PM,C5 ORTIGAS,Pasig City,14.589706,121.079945,NB,VEHICULAR ACCIDENT,1,CAR AND MC,MMDA ALERT: Vehicular accident at C5 Ortigas NB involving car and MC as of 12:35 PM. 1 lane occupied MMDA on site. #mmda,https://twitter.com/mmda/status/1045896408081915905
1196,2018-09-29 00:00:00,3:05 PM,MINDANAO AVE. TANDANG SORA,Quezon City,14.677102,121.03219,SB,VEHICULAR ACCIDENT,1,2-CARS,MMDA ALERT: Vehicular accident at Mindanao ave. Tandang Sora SB involving 2-cars as of 3:05 PM. 1 lane occupied. MM… https://t.co/KvWoBxagzf,https://twitter.com/mmda/status/1045936534396911617
1197,2018-09-29 00:00:00,3:15 PM,C5 J. VARGAS,Pasig City,14.582666,121.076892,SB,VEHICULAR ACCIDENT,1,TRUCK AND CAR,MMDA ALERT: Vehicular accident at C5 J. Vargas SB involving truck and car as of 3:15 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045938273225326592
1198,2018-09-29 00:00:00,3:30 PM,C5 LIBIS,Quezon City,14.603015,121.079256,SB,VEHICULAR ACCIDENT,2,SUV AND CAR,MMDA ALERT: Vehicular accident at C5 Libis SB involving SUV and car as of 3:30 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045941877504073730
1199,2018-09-29 00:00:00,3:34 PM,EDSA TAFT,Pasay City,14.537499,121.000698,NB,VEHICULAR ACCIDENT,2,BUS AND TAXI,MMDA ALERT: Vehicular accident at EDSA Taft NB involving bus and taxi as of 3:34 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045942830592516096
1200,2018-09-29 00:00:00,3:48 PM,C5 LIBIS,Quezon City,14.603015,121.079256,SB,VEHICULAR ACCIDENT,2,TAXI AND TRUCK,MMDA ALERT: Vehicular accident at C5 Libis SB involving taxi and truck as of 3:48 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045945153498664960
1201,2018-09-29 00:00:00,4:14 PM,EDSA RELIANCE,Mandaluyong,14.576702,121.050365,SB,VEHICULAR ACCIDENT,2,CAR AND VAN,MMDA ALERT: Vehicular accident at EDSA Reliance SB involving car and van as of 4:14 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045955357410045953
1202,2018-09-29 00:00:00,4:24 PM,AURORA KATIPUNAN,Quezon City,14.631692,121.074217,WB,VEHICULAR ACCIDENT,1,MOTORCYCLE AND PUJ,MMDA ALERT: Vehicular accident at Aurora Katipunan WB involving motorcycle and PUJ as of 4:24 PM. 1 lane occupied.… https://t.co/TShqWANMNt,https://twitter.com/mmda/status/1045955889885302784
1203,2018-09-29 00:00:00,4:37 PM,MIA IMELDA,Pasay City,14.515325,121.004195,NB,VEHICULAR ACCIDENT,2,CAR AND TRUCK,MMDA ALERT: Vehicular accident at Mia Imelda NB involving car and truck as of 4:37 PM. 2 lanes occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045959362651594752
1204,2018-09-29 00:00:00,5:05 PM,C5 LANUZA,Pasig City,14.577625,121.073462,NB,STALLED AUV DUE TO MECHANICAL PROBLEM,1,AUV,MMDA ALERT: Stalled AUV due to mechanical problem at C5 Lanuza NB as of 5:05 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045964182854631424
1205,2018-09-29 00:00:00,5:17 PM,C5 U.P. TOWN CENTER KATIPUNAN,Quezon City,14.651395,121.074415,NB,VEHICULAR ACCIDENT,None,CAR AND MOTORCYCLE,MMDA ALERT: Vehicular accident at C5 U.P. Town Center Katipunan NB involving car and motorcycle as of 5:17 PM. 1 la… https://t.co/mWM17r5AdW,https://twitter.com/mmda/status/1045968619555872768
1206,2018-09-29 00:00:00,5:48 PM,CONGRESSIONAL S&R,Quezon City,14.659588,121.019971,WB,VEHICULAR ACCIDENT,2,CAR AND TRICYCLE,MMDA ALERT: Vehicular accident at Congressional S&amp;R WB involving car and tricycle as of 5:48 PM. 2 lanes occupied.… https://t.co/MlHDNGYgjI,https://twitter.com/mmda/status/1045975245000069120
1207,2018-09-29 00:00:00,6:27 PM,COMMONWEALTH AVE. EVER GOTESCO,Quezon City,14.678482,121.083423,EB,VEHICULAR ACCIDENT,1,2-CARS,MMDA ALERT: Vehicular accident at Commonwealth Ave. Ever Gotesco EB involving 2-cars  as of 6:27 PM. 1 lane occupie… https://t.co/zGhdZtAahA,https://twitter.com/mmda/status/1045988438590148608
1208,2018-09-29 00:00:00,6:57 PM,MINDANAO AVE. QUIRINO,Quezon City,14.690471,121.027813,NB,VEHICULAR ACCIDENT,1,BUS AND CAR,MMDA ALERT: Vehicular accident at Mindanao Ave. Quirino NB involving bus and car as of 6:57 PM. 1 lane occupied. MM… https://t.co/eupMP7y4e4,https://twitter.com/mmda/status/1045992125874069504
1209,2018-09-29 00:00:00,6:58 PM,C5 LIBIS,Quezon City,14.603015,121.079256,SB,VEHICULAR ACCIDENT,1,SUV AND VAN,MMDA ALERT: Vehicular accident at C5 libis  SB involving SUV and van as of 6:58 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045993721936863233
1210,2018-09-29 00:00:00,7:02 PM,C5 J. VARGAS,Pasig City,14.582666,121.076892,SB,VEHICULAR ACCIDENT,1,VAN AND CAR,MMDA ALERT: Vehicular accident at C5 J. Vargas SB involving van and car as of 7:02 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1045999673528336384
1211,2018-09-29 00:00:00,8:18 PM,EDSA SANTOLAN,Quezon City,14.609768,121.055583,NB,STALLED BUS DUE TO MECHANICAL PROBLEM,1,BUS,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Santolan NB as of 8:18 PM. 1 lane occupied. MMDA enforcer on site. #mmda,https://twitter.com/mmda/status/1046020651885023234
